Collection_Date_(M/D/Y),Site_Name,Latitude,Longitude,Trap_Type,ID_#,Female,Species_#,"If_4,_species?",Non-Culex_ID,Species_(Culex-centric),Reproductive_Status,Mean_Primary_EFL_(unadjusted),Mean_Primary_EFL,Diapause_Status_(D/ND/T),ID_Confidence,GDD_43210_TOSPC,#_of_Samples_in_Cell:,Field_or_Culvert
5/3/2022,C - Overbrook dr,40.046298,-83.016545,Gravid,XLII.C5,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,C - Overbrook dr,40.046298,-83.016545,Gravid,XLII.C6,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,C - Overbrook dr,40.046298,-83.016545,Gravid,XLII.C7,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,C - Overbrook dr,40.046298,-83.016545,Gravid,XLII.C8,Y,"1,2,3,4",,,Culex,,,,,,330,1.00,Field
5/3/2022,C - Overbrook dr,40.046298,-83.016545,Gravid,XLII.C9,Y,"1,2,3,4",,,Culex,,,,,,330,1.00,Field
5/3/2022,C - Overbrook dr,40.046298,-83.016545,Gravid,XLII.C10,Y,"1,2,3,4",,,Culex,,,,,,330,1.00,Field
5/3/2022,D - Antrim park,40.081962,-83.036591,Gravid,XLII.D1,Y,1,,,Cx. pipiens,gravid,,,ND,,330,1.00,Field
5/3/2022,D - Antrim park,40.081962,-83.036591,Gravid,XLII.D2,Y,1,,,Cx. pipiens,gravid,,,ND,,330,1.00,Field
5/3/2022,D - Antrim park,40.081962,-83.036591,Gravid,XLII.D3,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E1,Y,1,,,Cx. pipiens,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E2,Y,1,,,Cx. pipiens,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E3,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E4,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E5,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E6,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E7,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E8,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E9,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E10,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E11,Y,2,,,Cx. restuans,N,15.4,77,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E12,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E13,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E14,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E15,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E16,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E17,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E18,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E19,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E20,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E21,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E22,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E23,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E24,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E25,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E26,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E27,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E28,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E29,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E30,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E31,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E32,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,E - Woodward,40.0735012,-82.9837972,Gravid,XLII.E33,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F1,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F2,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F3,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F4,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F5,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F6,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F7,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F8,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F9,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F10,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F11,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F12,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F13,Y,1,,,Cx. pipiens,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F14,Y,1,,,Cx. pipiens,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F15,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F16,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F17,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F18,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F19,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F20,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F21,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F22,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F23,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F24,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F25,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F26,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F27,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F28,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F29,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F30,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F31,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F32,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F33,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F34,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F35,Y,1,,,Cx. pipiens,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F36,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F37,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F38,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F39,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F40,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F41,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F42,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F43,Y,2,,,Cx. restuans,N,20.2,101,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F44,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F45,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F46,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F47,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F48,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F49,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F50,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F51,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F52,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F53,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F54,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F55,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F56,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F57,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F58,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F59,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F60,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F61,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F62,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F63,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F64,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F65,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F66,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F67,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F68,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F69,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F70,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F71,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F72,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F73,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F74,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F75,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F76,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F77,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F78,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F79,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F80,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F81,Y,2,,,Cx. restuans,gravid,,,ND,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F82,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F83,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F84,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F85,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F86,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F87,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F88,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F89,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F90,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F91,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F92,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F93,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F94,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F95,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F96,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F97,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F98,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F99,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F100,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F101,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F102,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F103,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F104,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F105,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F106,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F107,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F108,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F109,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F110,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F111,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F112,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F113,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F114,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F115,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F116,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F117,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F118,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F119,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F120,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F121,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F122,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F123,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F124,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F125,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F126,Y,1 or 2,,,Cx. pipiens or Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F127,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F128,Y,2,,,Cx. restuans,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F129,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F130,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F131,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F132,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F133,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F134,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F135,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F136,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F137,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F138,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F139,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F140,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F141,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F142,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F143,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F144,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F145,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F146,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F147,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F148,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
5/3/2022,F - Cherrybottom,40.067177,-82.899804,Gravid,XLII.F149,Y,1 or 2 or 3,,,Culex,,,,,,330,1.00,Field
